,ID,station,line,operator,type_sym,type,interchange,agr_area,Com_area,Indu_area,Ins_area,Mil_area,Recre_area,Resi_area,Tran_area,Under_area,Util_area,Water_area,Wood_area,nomx_area,Mix_area,com_lgret_ar,com_mx_ar,edu_ar,pkin_tran_ar,pkin_und_ar,resi_mx_ar,resi_multi_ar,resi_sigle_ar,under_gen_ar,under_trsit_ar,geometry,
69,69,Holmesburg Junction,Trenton Line,SEPTA,SEPTA_RR,Regional_Rail,,0,169995.2585,281636.8058,467019.8594,0,25495.45924,383696.4631,108267.855,71898.46588,34270.72418,17848.59403,136538.0314,1663423.374,33244.14238,0,735.3380069,17507.94238,4234.530918,2072.539572,0,338986.8454,28441.06435,60538.77977,9287.146533,c(-75.0238556833839, 40.0326493129511)
70,70,Airport Terminal E & F,Airport Line,SEPTA,SEPTA_RR,Regional_Rail,,0,4021.095618,0,0,0,0,0,537919.5549,159107.8502,0,0,0,701048.5008,0,0,0,0,0,0,0,0,0,159107.8502,0,c(-75.2400740585364, 39.8790205396976)
71,71,Hamilton Avenue,RiverLine,NJ Transit,NJT_Riverline,Light_Rail,,0,217919.1339,86501.25019,293476.8777,0,95427.91119,699593.3524,131007.617,57897.90595,0,2125.747161,7270.523126,1519365.057,71855.26207,0,60890.31517,14142.93415,16160.05076,0,0,681262.3027,0,49693.49248,8204.413471,c(-74.7558067525938, 40.2119610020886)
72,72,Secane,Media/Elwyn Line,SEPTA,SEPTA_RR,Regional_Rail,,6569.426159,44790.99009,0,44797.81326,0,76865.8259,1519956.389,7636.438182,9458.475043,9131.061301,0,221786.5916,1939542.801,1450.209012,0,1226.803935,0,3673.870366,0,0,185501.2978,1272865.202,9458.475043,0,c(-75.3098469609155, 39.9157529909183)
73,73,Tulpehocken,Chestnut Hill West Line,SEPTA,SEPTA_RR,Regional_Rail,,1206.210692,91347.13555,0,136111.5115,0,43664.4256,1070965.896,5295.040175,12767.79038,9293.433804,1340.000212,267362.3054,1634797.08,4556.669681,0,4556.669681,46317.58777,1820.674526,0,0,721997.8772,301463.732,12767.79038,0,c(-75.1869409635893, 40.0351218573737)
74,74,Penn Street,Route 102 Trolley,SEPTA,Trolley,Trolley,,0,272092.1954,41856.88319,52945.65895,0,99678.37861,1094455.357,599814.835,30698.36474,2562.988579,23532.12134,195200.9688,2398879.229,13958.52343,16804.26913,11910.0324,8122.687969,8850.329679,0,0,611944.9585,459063.778,18755.00008,11943.36466,c(-75.2920269314694, 39.9287727293681)
75,75,Bridesburg,Trenton Line,SEPTA,SEPTA_RR,Regional_Rail,,0,127217.8739,385363.0479,208103.1097,0,113126.2625,586286.0949,159172.0689,25362.82217,0,6233.329547,2187.01438,1592767.273,20284.35109,0,3232.307548,151161.1845,8621.221102,9049.238965,0,580696.6509,0,8144.860616,8168.722588,c(-75.0698758587585, 40.0107133388728)
76,76,Florence,RiverLine,NJ Transit,NJT_Riverline,Light_Rail,,440816.2832,77244.96539,254696.3509,0,0,0,38061.3688,157538.4416,528943.9076,0,2226.60571,266284.5166,1765812.44,0,0,0,0,28606.17229,0,0,0,38061.3688,144155.6505,254432.7117,c(-74.8050609110162, 40.0999904181669)
77,77,University City,Glenside Combined,SEPTA,SEPTA_RR,Regional_Rail,3,2291.741859,24743.81869,2539.298369,731335.7513,0,263171.0764,196624.405,169617.761,63835.68778,175116.4704,204239.9687,10971.69306,1841810.019,2677.653154,0,2677.653154,468112.3609,0,6619.008792,0,186124.3889,0,9001.789577,48214.88941,c(-75.1903272729299, 39.9478370774942)
78,78,Baltimore Pike,Route 102 Trolley,SEPTA,Trolley,Trolley,,0,259715.8939,43312.78048,52214.8986,0,129085.9538,989887.7564,598474.9929,30698.36474,2562.988579,27150.81075,245413.237,2364559.154,13958.52343,16804.26913,11910.0324,2643.522033,7510.487565,0,0,688423.907,278266.0835,18755.00008,11943.36466,c(-75.2928938770321, 39.9312440674099)
79,79,Drexel Manor,Route 102 Trolley,SEPTA,Trolley,Trolley,,0,78063.1116,1310.377877,61665.3768,0,40261.37316,1342605.922,6294.013211,2047.137859,1362.145735,30854.37724,163768.7297,1714174.808,14057.75756,0,12977.37401,19115.17184,0,0,0,632081.3145,703899.865,2047.137859,0,c(-75.2965263505193, 39.9422654496444)
80,80,Delanco,RiverLine,NJ Transit,NJT_Riverline,Light_Rail,,153639.7166,51918.42942,134460.7182,51073.67629,0,108010.4643,814014.5331,378821.7408,38947.69901,0,69979.82287,20666.00107,1821532.802,0,0,0,24970.36164,1729.308325,0,0,22930.51718,790035.2179,35593.82701,0,c(-74.950353871806, 40.0480861026422)
81,81,Cheltenham,Fox Chase Line,SEPTA,SEPTA_RR,Regional_Rail,,0,178337.924,38314.05219,88317.04318,0,100427.2942,1156945.965,2083.291163,45839.87112,7913.18734,13973.51698,91977.88184,1679149.46,44980.56746,0,41498.30748,3884.128988,154.0583261,0,0,722929.8164,410818.1857,19989.11157,25850.75955,c(-75.0928488971988, 40.0578721071381)
82,82,School Avenue,Route 101 Trolley,SEPTA,Trolley,Trolley,,0,98008.56912,1310.377877,69026.96957,0,12041.67643,1363316.727,7351.499277,2047.137859,1362.145735,0,0,1538204.59,16260.51243,0,15805.40382,24153.11958,0,0,0,184991.2084,1172079.528,2047.137859,0,c(-75.2998919094764, 39.9487162333886)
83,83,Curtis Park,Wilmington/Newark Line,SEPTA,SEPTA_RR,Regional_Rail,,0,110130.7638,458653.2689,237691.9893,0,104588.3774,702920.4811,266091.3249,24486.44547,1451.625859,21181.24547,164115.53,1867518.501,223792.5511,0,1331.369511,42320.60487,1816.09325,0,0,447950.4177,243435.6305,21394.82268,0,c(-75.2650075455212, 39.9080271450374)
84,84,East Falls,Manayunk/Norristown Line,SEPTA,SEPTA_RR,Regional_Rail,,1555.763765,209847.5774,1568.446324,130796.691,0,83644.13227,692324.893,73123.89718,43595.30079,0,108367.5905,168940.2444,1433332.634,80431.90287,0,62524.79244,83449.91913,2507.167942,0,0,560079.5657,122666.5975,40736.45297,2858.847815,c(-75.1920638641925, 40.0114202863473)
85,85,Sharon Hill,Wilmington/Newark Line,SEPTA,SEPTA_RR,Regional_Rail,,0,160724.6674,183744.6013,109770.5898,0,142924.9552,971041.4999,270369.355,44978.75275,0,0,33044.79407,1773759.629,142839.5863,0,1331.369511,42320.60487,1816.09325,0,0,489218.7902,467928.1554,41887.12995,0,c(-75.271307933542, 39.9040961010429)
86,86,Woodcrest,PATCO,PATCO,PATCO,Transit_Rail,,0,145425.052,181879.6031,2664.813548,0,10201.89944,561982.625,194550.2568,67427.80339,40255.23793,4019.498865,979775.503,2188182.293,0,0,0,0,98442.51799,0,0,0,561982.625,67427.80339,0,c(-75.0112182075294, 39.8701872647109)
87,87,Wissahickon Transportation Center,Manayunk/Norristown Line,SEPTA,SEPTA_RR,Regional_Rail,2,0,304908.8679,20716.28847,107349.9565,0,51074.50172,571232.2835,139383.4122,53517.93665,40042.67275,271555.2219,179271.7229,1736255.146,2797.718896,0,2797.718896,12196.04872,5966.790413,0,0,522775.6646,17212.30524,12244.11093,41273.82572,c(-75.2101994268727, 40.0165622628243)
88,88,Norwood,Wilmington/Newark Line,SEPTA,SEPTA_RR,Regional_Rail,,0,205875.6764,0,87302.89313,0,65029.99221,1327983.867,526394.9885,14477.14183,0,0,13879.04277,2225171.298,15772.30385,0,13009.87253,39593.72997,3710.061731,1152.102712,0,422571.431,892944.6302,13325.03912,0,c(-75.3021122909862, 39.8912409507965)
89,89,Lawndale,Fox Chase Line,SEPTA,SEPTA_RR,Regional_Rail,,0,63102.51052,24030.89132,68084.94384,0,569032.2302,943410.2484,4565.814401,19989.11157,11998.47605,30518.09559,192612.0175,1901652.877,25691.46253,0,24666.49728,7261.438745,0,0,0,516742.7856,426667.4628,19989.11157,0,c(-75.1032156032883, 40.0513472545739)
90,90,Ardsley,Warminster Line,SEPTA,SEPTA_RR,Regional_Rail,,0,18264.05568,0,19905.77821,0,85809.62261,1586422.934,3317.268752,2421.157322,0,0,95673.03252,1802497.595,9316.254307,0,7019.714652,0,1739.098232,0,0,47589.18632,1533466.358,2421.157322,0,c(-75.1531625733623, 40.1141682999249)
91,91,Pennbrook,Lansdale/Doylestown Line,SEPTA,SEPTA_RR,Regional_Rail,,0,159534.2426,210129.7804,102159.7388,0,113373.3525,888194.4198,5485.42857,128211.5679,7501.189461,3008.396542,289289.2302,1906887.347,0,0,0,47878.83162,2670.016655,0,0,329338.9673,521414.8122,53586.49359,47042.243,c(-75.2817189375933, 40.2301216413069)
92,92,Doylestown,Lansdale/Doylestown Line,SEPTA,SEPTA_RR,Regional_Rail,,3166.751113,305381.3167,5503.705876,185372.1344,0,44000.98635,1083174.874,24001.65959,18016.886,11601.12723,2252.463697,6611.381194,1689083.287,0,0,0,38087.58841,7068.759054,0,0,216842.5371,841976.1262,9041.782409,4584.927227,c(-75.1308434309217, 40.3060224773667)
93,93,Fortuna,Lansdale/Doylestown Line,SEPTA,SEPTA_RR,Regional_Rail,,56821.22125,253332.4731,82613.32756,22076.32353,0,8370.969432,1213831.127,3199.558132,19660.50472,0,0,254147.948,1914053.453,0,0,0,0,3199.558132,0,0,173606.842,1006589.223,13740.44321,1652.219727,c(-75.2662882741686, 40.2595313745137)
94,94,Cynwyd,Cynwyd Line,SEPTA,SEPTA_RR,Regional_Rail,,0,181303.4936,0,93809.99104,0,105299.9629,1359515.684,29571.68058,0,5736.553472,0,15307.97917,1761498.51,29046.83493,0,22292.72094,8638.532132,2594.393065,0,0,106640.9407,1225424.014,0,0,c(-75.2318206965873, 40.0067721153283)
95,95,Rydal,West Trenton Line,SEPTA,SEPTA_RR,Regional_Rail,4,0,100957.6139,0,49050.46348,0,1110.983721,1232014.759,5317.842707,72887.78817,0,0,290225.9271,1751565.378,0,0,0,0,1261.825647,0,0,42879.895,1173652.172,71251.29552,0,c(-75.1106682216159, 40.1074289089845)
96,96,Woodbourne,West Trenton Line,SEPTA,SEPTA_RR,Regional_Rail,,24048.27556,198403.7231,8382.942129,0,0,20418.03541,522060.0326,146970.1242,85504.87133,52245.69807,11297.87191,670885.7316,1740217.306,0,0,0,0,21970.00411,0,0,220381.0742,244765.0626,48725.04792,4199.713565,c(-74.8909075206796, 40.1908661008677)
97,97,Queen Lane,Chestnut Hill West Line,SEPTA,SEPTA_RR,Regional_Rail,,5226.204511,23665.16939,1492.300966,267262.0733,16890.03623,207297.2497,1095975.548,63217.99992,13904.90355,49618.69216,0,100683.9822,1839110.039,6124.120783,0,4927.930354,106385.5391,3866.939697,0,0,914907.691,132844.2445,2039.40444,10791.6314,c(-75.1780590854573, 40.0232858662222)
98,98,Burlington Town Centre,RiverLine,NJ Transit,NJT_Riverline,Light_Rail,,0,249156.2414,25704.18097,246237.1661,5229.728399,196982.5012,607549.1147,744487.4598,60873.22478,5799.239109,31805.79023,6591.429519,2114899.822,65516.25418,0,46732.09379,48104.96744,14131.17546,0,0,433759.0686,154153.2425,57726.74521,0,c(-74.8594258401675, 40.0773377581739)
99,99,Folcroft,Wilmington/Newark Line,SEPTA,SEPTA_RR,Regional_Rail,,0,268928.0101,39804.45475,58090.01313,0,41179.07987,1118231.641,400502.1925,15163.20972,35463.55383,0,129312.5135,2101081.636,5593.032667,0,4884.942897,1661.018783,1814.51163,2052.331102,0,515747.8628,591041.0153,13110.87862,0,c(-75.2798731814462, 39.9005091737502)
100,100,Gladstone,Media/Elwyn Line,SEPTA,SEPTA_RR,Regional_Rail,,0,141379.2917,25508.62329,27886.30088,0,83453.12802,1067110.751,99951.96933,40638.15265,2562.988579,44853.77453,432669.0094,1963792.44,2221.549257,16804.26913,2221.549257,2643.522033,4128.290626,859.7654224,0,310341.8812,732832.1823,27835.02257,11943.36466,c(-75.2821229247406, 39.932763014512)
101,101,Magnolia Avenue,Route 102 Trolley,SEPTA,Trolley,Trolley,,0,41921.36982,0,49159.11157,0,56094.00187,1414510.529,204539.5567,12130.18967,893.4749285,0,26436.52063,1804383.126,1301.628264,0,1301.628264,14863.10379,0.001220665,0,0,387370.4207,1024336.957,12130.18967,0,c(-75.2868012048757, 39.9193840370317)
102,102,12th-13th & Locust Street,PATCO,PATCO,PATCO,Transit_Rail,,858.2309471,627769.1455,345.1864467,318105.8024,0,63756.50954,598881.4585,3043641.286,19316.72278,11425.77135,0,0,4537869.986,146230.1277,0,110577.5685,69148.53004,497.3138822,0,26162.23309,555516.1016,0,2612.494137,16704.22864,c(-75.1614769057329, 39.9477101554889)
103,103,Media,Media/Elwyn Line,SEPTA,SEPTA_RR,Regional_Rail,,0,285610.7128,2133.097285,90573.26584,0,19503.3522,793269.1726,327051.4222,9313.538819,45860.86523,30873.39662,439334.505,2009570.377,33952.95123,0,32268.32655,9313.395412,8705.106176,0,0,228980.4404,532010.8814,0,9313.538819,c(-75.3946909704874, 39.9142548950852)
104,104,Edgmont Street,Route 101 Trolley,SEPTA,Trolley,Trolley,,0,322689.6511,0,140201.4157,0,36494.47947,1009276.339,307578.7614,23920.73272,3551.686195,0,36956.52591,1843972.054,36697.53735,0,34272.6535,17744.64286,1894.04667,0,0,412029.0768,565424.7302,14607.1939,9313.538819,c(-75.3856449802636, 39.917395402758)
105,105,Temple University,SEPTA Main Line,SEPTA,SEPTA_RR,Regional_Rail,3,3628.101817,74562.55268,90148.41383,449172.8308,0,86673.34158,717399.7156,35971.03559,179348.8427,52580.47596,0,0,1682055.051,7430.259659,0,3444.983947,326550.7486,0,0,3985.275712,687926.09,0,175880.2799,3468.562789,c(-75.1494334836606, 39.9816587931903)
106,106,Downingtown,Paoli/Thorndale Line,SEPTA,SEPTA_RR,Regional_Rail,,0,152454.6077,67075.89905,84980.01152,0,172132.5487,655685.4778,60033.54954,87912.83567,61580.9032,44762.19138,339362.2622,1725980.287,0,0,0,16390.32659,11554.91504,587.3878261,0,366234.8236,283194.6697,85477.99422,0,c(-75.7105783053713, 40.0020769932521)
107,107,Eastwick,Airport Line,SEPTA,SEPTA_RR,Regional_Rail,,48694.90579,193699.8923,0,79500.00643,0,32989.58636,208136.6389,324446.268,526086.4603,27809.36846,0,261816.9241,1703180.051,0,0,0,60380.7178,0,0,0,138542.4495,47088.78624,526086.4603,0,c(-75.2449554155642, 39.891690109535)
108,108,North Philadelphia,Trenton Line,SEPTA,SEPTA_RR,Regional_Rail,3,24528.62126,208842.9267,159961.3813,180191.1676,0,14118.66328,748939.0884,176622.8653,170492.3136,9731.796161,0,35079.62864,1710263.267,18245.18572,0,18245.18572,32580.96713,12254.96007,1518.066738,0,736418.2695,0,149006.3855,19967.86136,c(-75.155323765664, 39.9972649118541)
109,109,Mount Airy,Chestnut Hill East Line,SEPTA,SEPTA_RR,Regional_Rail,,0,102488.0484,4296.026097,230201.6772,0,51566.90504,1158984.745,26146.06452,46515.25676,1556.29761,0,134711.8431,1737852.48,18614.3845,0,18614.3845,45627.33964,1133.357799,0,0,657178.1968,477577.7808,46515.25676,0,c(-75.1910746052427, 40.0652757644314)
110,110,Germantown,Chestnut Hill East Line,SEPTA,SEPTA_RR,Regional_Rail,,6412.506832,254234.8104,44909.52883,358285.5492,0,69829.73169,924967.246,13875.16132,44102.15659,22070.72168,0,65984.6239,1762669.385,42002.65149,0,39580.84253,104381.159,4807.850185,665.8822731,0,794684.3339,119667.6815,43436.27431,0,c(-75.1719277258105, 40.0378573216115)
111,111,Morton,Media/Elwyn Line,SEPTA,SEPTA_RR,Regional_Rail,,0,192028.8445,31892.08506,118683.0197,0,103462.6045,1099066.353,156873.3713,16850.1857,45740.60428,0,99900.99827,1862949.747,1548.319051,0,1548.319051,0,1088.184147,0,0,122221.3098,958334.0493,6441.712941,10408.47276,c(-75.3284815302353, 39.9080064695983)
112,112,Springfield Road,Route 102 Trolley,SEPTA,Trolley,Trolley,,0,291474.88,41856.88319,74699.74482,0,97811.8635,1134054.745,799339.2948,20989.50736,2562.988579,14986.90665,92911.62848,2556729.919,13958.52343,0,11910.0324,8122.687969,14471.9344,0,0,600968.4665,511036.3834,9046.142702,11943.36466,c(-75.2926768340673, 39.9273709393113)
113,113,30th Street Station,Atlantic City Line,NJ Transit,NJT_Atlantic,Regional_Rail,8,4097.361041,201412.7151,0,352649.9845,0,157891.1178,277180.1631,425446.3042,31661.76,10622.0844,144205.2509,14133.5197,1603288.529,16011.73182,0,9073.039978,235246.4702,32101.11672,2803.059245,3431.512455,234837.4659,0,8963.800638,19894.90012,c(-75.1822544232518, 39.9566448020597)
114,114,Sharon Hill,Route 102 Trolley,SEPTA,Trolley,Trolley,,0,366920.6403,37436.34387,120585.4418,0,72375.76423,1049851.939,601087.6073,6509.454824,27192.62597,0,47241.01926,2313531.474,15669.36244,0,15669.36244,3666.907767,3126.181419,2052.331102,0,637668.4774,397381.2717,4457.123723,0,c(-75.2781123560687, 39.9066195987703)
115,115,Wyndmoor,Chestnut Hill East Line,SEPTA,SEPTA_RR,Regional_Rail,,0,145138.9327,907.8730604,60900.02955,0,106595.474,1372363.5,9853.947638,51024.52565,4308.44618,2483.588127,108997.4113,1816869.845,45703.88322,0,38498.14018,11017.94371,1868.725553,0,3729.583568,548862.2504,765307.3513,45827.89284,5196.632811,c(-75.1968747875872, 40.073543792007)
116,116,Fern Rock Transportation Center,Glenside Combined,SEPTA,SEPTA_RR,Regional_Rail,6,0,136442.1187,57305.89634,158742.8295,0,125048.7715,992411.731,169905.2321,1340.929408,21794.88277,0,38621.46022,1645764.908,55848.94372,0,55848.94372,44534.42193,25249.12114,0,0,843073.7766,124652.0355,1340.929408,0,c(-75.1348019593153, 40.0410240018902)
117,117,Manchester Avenue,Route 101 Trolley,SEPTA,Trolley,Trolley,,0,335603.8393,0,80092.34814,0,37399.66657,978360.3966,307578.7614,17983.97271,1609.423879,0,41994.42189,1773043.39,27579.44061,0,25682.57305,9313.395412,1894.04667,0,0,286734.5296,664596.9224,12618.5739,5365.398813,c(-75.3828502974128, 39.9170167648889)
118,118,St. Davids,Paoli/Thorndale Line,SEPTA,SEPTA_RR,Regional_Rail,,0,379308.6787,0,124203.3106,0,23378.85965,1391899.127,57864.92964,0,0,18734.70081,0,1987195.121,8194.485658,0,6299.682999,100965.0713,5351.564842,0,0,163188.2146,1204347.21,0,0,c(-75.3734362440179, 40.0440953527898)
119,119,Overbrook,Paoli/Thorndale Line,SEPTA,SEPTA_RR,Regional_Rail,,0,40414.6517,0,488792.901,0,187988.533,1115994.632,61702.69257,1024.422746,6380.319598,0,37276.91165,1935223.542,4351.521625,0,4351.521625,421793.2287,6564.494926,0,0,276219.9507,820807.8016,1024.422746,0,c(-75.2498430999964, 39.9898840813711)
120,120,Elwyn,Media/Elwyn Line,SEPTA,SEPTA_RR,Regional_Rail,,202589.4093,19670.83301,0,480207.8492,0,84294.46015,1099528.613,23008.96585,15061.95556,0,0,607998.9472,2532361.033,0,0,0,424120.0555,11167.45222,0,0,0,1099528.613,0,0,c(-75.4111576470045, 39.9078521407971)
121,121,Saxer Avenue,Route 101 Trolley,SEPTA,Trolley,Trolley,,0,47081.62135,0,136640.5891,0,109907.4455,1356354.927,1225385.151,0,1552.780178,0,34807.47936,2911729.994,0,0,0,38230.58262,1108.404318,0,0,141074.5516,1214970.702,0,0,c(-75.3335501213866, 39.9287470053967)
122,122,Somerton,West Trenton Line,SEPTA,SEPTA_RR,Regional_Rail,,0,156149.9095,0,255482.1623,0,112749.1836,1194949.864,31128.93102,38361.78828,0,884.7699054,104751.2248,1886113.271,8344.562423,0,6457.938526,16283.29088,12743.92315,0,0,278796.7114,866733.8839,22473.08816,5701.242081,c(-75.0120496326368, 40.1306248554454)
123,123,Drexelbrook,Route 101 Trolley,SEPTA,Trolley,Trolley,,0,153022.4368,0,46907.75324,0,45199.46371,1176641.483,0,11555.85833,0,33424.49537,410683.3234,1873885.382,3549.432267,0,2777.29327,18684.58841,0,0,0,455900.9593,686577.0242,11555.85833,0,c(-75.3159917531798, 39.9471760639275)
124,124,Riverton,RiverLine,NJ Transit,NJT_Riverline,Light_Rail,,0,106342.2564,12262.85724,63394.32493,0,99249.04406,1292433.219,212492.8074,26058.80152,12189.34418,4.119440653,37912.03546,1846363.692,15975.11785,0,12367.27273,5988.539755,1995.871752,0,0,21407.28717,1270245.028,23579.1848,0,c(-75.0130562743832, 40.0089333300092)
125,125,Allen Lane,Chestnut Hill West Line,SEPTA,SEPTA_RR,Regional_Rail,,0,83281.1125,0,290165.1621,0,65640.57215,1023354.549,23431.07774,22029.03189,1556.29761,0,350757.6206,1841202.739,19012.68468,0,19012.68468,58572.88719,3284.556178,0,0,645591.1627,369267.8981,22029.03189,0,c(-75.1949197447508, 40.0574664871781)
126,126,Colmar,Lansdale/Doylestown Line,SEPTA,SEPTA_RR,Regional_Rail,,0,337635.8892,189447.9676,27023.50143,0,0,674537.9433,11722.21176,130989.6035,10662.51853,15073.71783,517960.3359,1915053.689,0,0,0,0,11722.21176,0,0,108243.588,566294.3553,28807.68286,94403.38289,c(-75.2540989298926, 40.2684785002013)
127,127,North Hills,Lansdale/Doylestown Line,SEPTA,SEPTA_RR,Regional_Rail,,0,227104.4181,10959.22721,30111.33739,0,565863.4647,1014509.727,8165.560334,6872.148911,1658.793673,3324.737532,51720.03231,1896599.141,23690.30605,0,20265.79149,0,4709.616108,0,0,98395.40853,908446.2535,5519.744094,1352.404817,c(-75.1695149116296, 40.1120890332555)
128,128,Melrose Park,Glenside Combined,SEPTA,SEPTA_RR,Regional_Rail,2,0,88081.68479,1550.180383,83235.16786,0,28941.71289,1495787.358,46613.81663,937.6796169,0,4775.087647,23057.84414,1760975.216,12005.31526,0,9281.128751,9243.448921,7057.65992,0,0,220557.6134,1256498.877,937.6796169,0,c(-75.1291211117549, 40.0594990195062)
129,129,Fort Washington,Lansdale/Doylestown Line,SEPTA,SEPTA_RR,Regional_Rail,,15633.74067,266636.5436,53162.34279,192025.7068,0,41509.75099,553751.1918,46248.63792,82635.28901,115244.2308,42355.68805,544825.871,1924356.845,29672.14864,0,11509.1693,98417.70703,18450.9156,2231.477876,0,93442.29877,444604.734,22003.72546,7960.123338,c(-75.2114604333613, 40.1352668159931)
130,130,Roslyn,Warminster Line,SEPTA,SEPTA_RR,Regional_Rail,,0,138977.5492,0,218594.4078,0,240148.3044,949641.49,6147.237176,7697.351848,43224.16567,0,44751.93371,1637132.221,12050.21848,0,8898.694671,117981.7012,2587.977755,0,0,81917.19882,847574.2683,0,0,c(-75.134218245698, 40.1208463650906)
131,131,Haverford,Paoli/Thorndale Line,SEPTA,SEPTA_RR,Regional_Rail,,0,174278.7945,1591.72617,117964.6855,0,226381.382,1243353.175,64715.32074,2090.81328,1634.220679,12337.82612,53990.63678,1895319.021,3019.559291,0,3019.559291,78078.57398,7851.773947,0,0,256268.4536,957087.1829,2090.81328,0,c(-75.300070366368, 40.0140201578383)
132,132,Bryn Mawr,Paoli/Thorndale Line,SEPTA,SEPTA_RR,Regional_Rail,,0,271690.6661,0,664686.0086,0,213664.7261,536508.5412,54299.45352,26788.11435,22156.7922,3760.012578,12206.12812,1786453.844,19306.59886,0,17854.97612,409844.824,10482.39745,0,0,276114.2574,239127.1396,18343.96916,8444.145199,c(-75.3158781591726, 40.0219106066859)
133,133,Bethayres,West Trenton Line,SEPTA,SEPTA_RR,Regional_Rail,,12855.57719,143298.787,82417.6271,65085.07439,0,86238.15536,709502.627,21543.27512,161545.526,23601.84587,40449.32728,310945.2739,1616235.636,41247.46051,0,6339.064792,0,8409.318921,0,0,56137.45855,633028.8636,155201.0884,0,c(-75.0687225369709, 40.1165348801575)
134,134,Yardley,West Trenton Line,SEPTA,SEPTA_RR,Regional_Rail,,0,55431.16677,960.4933914,20705.29477,0,747905.255,939609.7395,23831.9874,21796.35406,17653.60922,69957.55156,289992.9225,2187844.374,0,0,0,4408.62303,8714.904697,0,0,170207.6523,725759.4282,9436.585029,0,c(-74.8309532772781, 40.235058931971)
135,135,Bristol,Trenton Line,SEPTA,SEPTA_RR,Regional_Rail,,1639.797245,180194.9364,113148.4806,90689.72553,0,412200.414,635526.162,500090.2434,72023.55179,0,184186.009,31072.52149,2207064.798,13707.0433,0,2734.273371,24303.50293,9591.588854,0,0,499926.6218,123324.3655,63983.96904,6046.783992,c(-74.8546415502134, 40.1050370332687)
136,136,Willow Grove,Warminster Line,SEPTA,SEPTA_RR,Regional_Rail,,0,664177.8199,16042.42244,101062.4859,0,80498.75365,781108.405,11888.71704,9735.759725,7741.347462,7792.763793,74147.10976,1684888.777,69306.80798,16099.45801,52834.52417,3328.509276,7197.188838,0,0,118594.0638,649449.4857,9735.759725,0,c(-75.1143707015032, 40.1436933450465)
137,137,Spring Mill,Manayunk/Norristown Line,SEPTA,SEPTA_RR,Regional_Rail,,0,193952.3223,194457.4997,53279.95888,0,13657.11179,514617.8965,67083.19139,24529.11722,108207.7488,0,909240.3055,2079025.152,0,0,0,0,5233.505007,0,0,144950.1692,368486.7636,18557.6878,0,c(-75.2860655128276, 40.0742262097581)
138,138,Penllyn,Lansdale/Doylestown Line,SEPTA,SEPTA_RR,Regional_Rail,,13730.81453,13635.57278,0,6446.204777,0,762517.4887,1024437.293,5198.374798,41515.90643,3643.386053,12207.88477,275985.7845,2159318.711,0,0,0,0,2243.035861,0,0,112774.9928,892410.4718,37490.93725,0,c(-75.243948708035, 40.1697032796067)
139,139,Hatboro,Warminster Line,SEPTA,SEPTA_RR,Regional_Rail,,0,249045.269,194919.4586,46524.67711,0,11900.62906,1187072.155,332072.0544,21614.34691,5803.125786,0,23620.76622,1902504.218,170068.2634,0,26905.19999,0,3432.157712,0,0,124612.8129,1019879.253,4651.718564,8276.257245,c(-75.1025405134848, 40.1764188435083)
140,140,Croydon,Trenton Line,SEPTA,SEPTA_RR,Regional_Rail,,0,131033.4608,28344.29825,15212.19136,0,47799.94447,1127260.325,36800.22076,82002.80474,6920.02573,162194.6451,224268.8788,1842022.197,19814.59795,0,2865.884588,4588.22107,8165.079426,0,0,9253.82523,1112642.955,71261.18205,0,c(-74.9065754767239, 40.0935753712523)
141,141,Conshohocken,Manayunk/Norristown Line,SEPTA,SEPTA_RR,Regional_Rail,,0,371231.5476,83271.1142,58906.60041,0,50102.48023,652754.4627,44415.26115,36367.40614,0,177842.109,143410.7131,1598289.697,20011.99761,0,19428.82677,6942.81701,4393.917197,1223.047933,0,401594.7794,225574.4099,28641.84519,4410.225653,c(-75.3086703561672, 40.072137849581)
142,142,Lansdale,Lansdale/Doylestown Line,SEPTA,SEPTA_RR,Regional_Rail,,0,324137.8805,111353.9123,89636.04022,0,21769.3217,984932.2424,1023173.708,16130.91575,14144.88943,0,23933.19545,2594034.302,15177.80418,0,10653.32236,0,17066.57447,0,0,790056.3838,169815.0186,16130.91575,0,c(-75.2853402549124, 40.2430469221092)
143,143,Main Street,Manayunk/Norristown Line,SEPTA,SEPTA_RR,Regional_Rail,,0,372700.579,13616.496,158088.6684,0,43027.34547,558849.6932,63077.97915,20624.78519,220636.5717,196481.7952,140068.2236,1685335.669,101836.4682,0,97475.15999,6357.728852,24091.18753,2691.093524,0,549366.8597,0,17933.69166,0,c(-75.3486951367841, 40.1170586071177)
144,144,Norristown Transportation Center,Manayunk/Norristown Line,SEPTA,SEPTA_RR,Regional_Rail,3,0,400458.3814,196447.183,155037.4134,0,39850.61956,300572.5747,104302.4002,49511.07611,114372.6215,218048.158,135521.5768,1614059.467,100062.538,0,96310.67367,6357.728852,20035.20973,2691.093524,0,284282.4137,0,46819.98259,0,c(-75.3440958678923, 40.1126950596238)
