,ID,station,line,operator,type_sym,type,interchange,agr_area,Com_area,Indu_area,Ins_area,Mil_area,Recre_area,Resi_area,Tran_area,Under_area,Util_area,Water_area,Wood_area,nomx_area,Mix_area,com_lgret_ar,com_mx_ar,edu_ar,pkin_tran_ar,pkin_und_ar,resi_mx_ar,resi_multi_ar,resi_sigle_ar,under_gen_ar,under_trsit_ar,geometry,
145,145,Elm Street,Manayunk/Norristown Line,SEPTA,SEPTA_RR,Regional_Rail,,0,351405.2118,19862.91812,206137.5096,0,60849.62939,916438.9209,1011915.517,22525.15746,9901.227508,19968.92988,41797.04645,2566939.024,93863.04453,0,89501.73633,10160.14682,14261.92622,4311.281241,0,880220.1834,30121.39243,18213.87622,0,c(-75.3450604459392, 40.1208347077399)
146,146,Eddington,Trenton Line,SEPTA,SEPTA_RR,Regional_Rail,,1603.201737,379534.4785,384893.6265,42147.26752,0,35577.5892,341135.4232,116128.9461,118768.1538,6002.454559,0,360426.3248,1737649.92,48567.54585,0,0,40047.44567,0,0,0,6540.988918,331358.2701,89038.61408,0,c(-74.9337026820235, 40.0829936968348)
147,147,Chalfont,Lansdale/Doylestown Line,SEPTA,SEPTA_RR,Regional_Rail,,26722.35657,145333.5517,93582.8693,72808.25225,0,156404.4264,821727.4281,1372410.896,126494.6298,20993.78841,29536.64941,382389.6053,3215587.761,32816.69196,0,0,7961.423029,4472.607652,0,0,149330.0753,658968.6565,104277.8702,8423.029227,c(-75.2107052485542, 40.2877589006188)
148,148,St. Martins,Chestnut Hill West Line,SEPTA,SEPTA_RR,Regional_Rail,,0,83228.55169,4296.026097,63466.87437,0,391109.767,1019675.881,40612.31494,27638.99726,1556.29761,2483.588127,163521.432,1778065.486,19524.2444,0,19524.2444,33395.00584,2087.998204,0,0,182088.5299,835972.6008,8792.071905,18846.92535,c(-75.2045807318016, 40.0657810284506)
149,149,Oakview,Route 102 Trolley,SEPTA,Trolley,Trolley,,0,172694.7024,18875.39343,46974.69424,0,119965.3692,1092272.513,200298.7461,13892.61064,1104.9469,54386.49858,316917.4292,2024242.471,13140.43276,16804.26913,11091.94173,2643.522033,1130.039622,0,0,794197.1963,277039.5572,13892.61064,0,c(-75.2951642285391, 39.9351442713189)
150,150,Pennsauken/Route 73,RiverLine,NJ Transit,NJT_Riverline,Light_Rail,1,0,206014.6252,141507.1117,0,0,0,21457.63232,142406.6968,97650.79405,867468.7173,86844.94219,224384.5204,1787735.04,0,0,0,0,22556.07622,2042.051192,0,0,21457.63232,89428.73163,0,c(-75.0391218180286, 39.9934255507418)
151,151,Manayunk,Manayunk/Norristown Line,SEPTA,SEPTA_RR,Regional_Rail,,1677.42517,138363.5695,38273.84572,370007.6983,0,17968.11416,778168.1302,39807.80311,32919.45494,27683.09459,13917.51598,210634.2069,1625157.459,44263.39984,0,43364.64333,8628.59947,1720.283614,0,0,672622.4693,78474.2566,32919.45494,0,c(-75.2249181360517, 40.0267715365761)
152,152,City Hall,PATCO,PATCO,PATCO,Transit_Rail,3,0,237777.423,42468.30855,517607.3602,0,130390.6263,383012.6303,134063.7203,138843.8804,11525.05252,0,0,1534947.149,60741.85221,0,37237.63655,148256.7149,21267.65619,9163.341155,11424.55646,305614.7951,471.2526662,95484.02711,34196.51213,c(-75.121006026308, 39.9456608390993)
153,153,Exton,Paoli/Thorndale Line,SEPTA,SEPTA_RR,Regional_Rail,,0,125256.1959,8371.939481,30936.91917,0,39181.0085,738028.8535,2104798.195,59181.8013,0,9081.510923,927011.0145,4041847.439,0,0,0,18551.31385,25810.80735,0,0,490179.0184,174757.38,12059.68436,19675.70616,c(-75.621757244531, 40.0194311797044)
154,154,Drexel Hill Junction,Route 101 & 102 Trolley Lines,SEPTA,Trolley,Trolley,,0,64342.95207,1310.377877,57022.63677,0,19072.60506,1455624.313,6293.892976,2740.115616,1362.145735,0,0,1597399.887,10369.15148,0,9914.042879,19115.17184,0,0,0,405443.9125,1044854.8,2740.115616,0,c(-75.2926884791925, 39.9470590781891)
155,155,Walnut Street,Route 101 & 102 Trolley Lines,SEPTA,Trolley,Trolley,,0,244880.5987,0,118153.8889,0,36682.67992,1077777.888,196519.2472,2633.615791,2414.846272,5226.378612,1999.858643,1633961.901,52327.10109,0,51568.93647,26409.26643,8902.543252,719.4571713,0,784757.0729,275347.9718,1914.15862,0,c(-75.2664972077188, 39.9588687558442)
156,156,Walter Rand Transportation Center,RiverLine,NJ Transit,NJT_Riverline,Light_Rail,3,5149.836797,254340.838,45180.46,483047.3432,0,85826.8044,393853.65,176195.1399,124330.2628,11525.05252,0,0,1517510.628,61938.75934,0,42924.94595,135517.6339,25818.66252,0,11424.55646,330686.9467,471.2526662,90133.75069,34196.51213,c(-75.1202999985787, 39.9431661158942)
157,157,Upsal,Chestnut Hill West Line,SEPTA,SEPTA_RR,Regional_Rail,,0,54349.57264,1933.558093,135948.2402,0,3764.01287,1466416.151,4333.1867,10543.7439,0,0,66945.26335,1735366.082,8867.646438,0,8867.646438,30295.90325,308.6150526,0,0,716279.6853,720572.0246,9485.125956,0,c(-75.1902049917402, 40.0424130271144)
158,158,Chestnut Hill West,Chestnut Hill West Line,SEPTA,SEPTA_RR,Regional_Rail,,0,126955.8913,0,206520.1936,0,101216.0962,1323459.934,43879.16476,8593.781213,4308.44618,2483.588127,14600.42913,1777527.584,54489.94054,0,46176.78755,45967.61523,12240.6953,0,3729.583568,317686.9116,999404.3415,3397.148402,5196.632811,c(-75.2084931095627, 40.076241404632)
159,159,Beverly/Edgewater Park,RiverLine,NJ Transit,NJT_Riverline,Light_Rail,,0,53982.33651,111604.2142,406378.5428,0,93499.06345,1041107.591,218403.8157,17117.32314,8910.565052,3889.877967,110361.7086,2036940.535,28314.50411,0,9875.011399,33144.83404,6969.567174,0,0,49306.18996,991801.4015,17117.32314,0,c(-74.9151576155687, 40.0611629513516)
160,160,Thorndale,Paoli/Thorndale Line,SEPTA,SEPTA_RR,Regional_Rail,,0,340905.9349,42695.44628,28006.28298,0,179178.5065,663014.6649,87010.67966,185588.1184,0,6453.645511,339270.5609,1872123.84,0,15977.25747,0,0,15370.04668,0,0,182279.3186,468949.6451,61837.6791,71434.41431,c(-75.7628964206018, 39.9927722189281)
161,161,Westmont,PATCO,PATCO,PATCO,Transit_Rail,,0,126629.4049,5947.454502,34044.52505,0,56356.5019,1412164.59,86568.8226,31504.30983,33869.28707,9505.501787,55909.26888,1844224.378,8275.288081,0,8275.288081,11004.15631,31070.20716,3102.84341,0,151693.2305,1243870.726,27138.98511,1262.481305,c(-75.0467924235311, 39.9071580956222)
162,162,Wayne,Paoli/Thorndale Line,SEPTA,SEPTA_RR,Regional_Rail,,0,280406.9591,0,191382.3883,0,48413.26868,1224962.306,48272.61649,0,34963.23862,0,0,1801280.252,27120.52517,0,20467.47369,93825.03872,5452.726097,0,0,196441.651,1015134.376,0,0,c(-75.3872111851034, 40.0458389426194)
163,163,Clifton-Aldan,Route 102 Trolley,SEPTA,Trolley,Trolley,,0,248925.502,27384.64691,49760.84139,0,73057.36081,1304602.409,795053.4275,22289.26108,2562.988579,0,69231.76827,2578909.682,13958.52343,0,11910.0324,8122.687969,10186.06717,0,0,479412.8973,807352.5174,10345.89642,11943.36466,c(-75.2900441202561, 39.9255059221321)
164,164,30th Street Station,SEPTA Main Line,SEPTA,SEPTA_RR,Regional_Rail,8,4097.361041,201412.7151,0,352649.9845,0,157891.1178,277180.1631,425446.3042,31661.76,10622.0844,144205.2509,14133.5197,1603288.529,16011.73182,0,9073.039978,235246.4702,32101.11672,2803.059245,3431.512455,234837.4659,0,8963.800638,19894.90012,c(-75.1822544232566, 39.9566448038617)
165,165,Lindenwold,PATCO,PATCO,PATCO,Transit_Rail,1,0,300697.1181,0,102823.286,0,2419.20708,647055.379,317779.1258,88565.35742,1961.873242,101591.4931,163993.6683,1725498.119,1388.389177,0,1388.389177,41022.21078,117644.8062,0,0,17392.28387,625240.8831,80665.13819,3475.52984,c(-75.0005070939718, 39.8338429471326)
166,166,Ashland,PATCO,PATCO,PATCO,Transit_Rail,,0,155923.6764,8808.472852,88268.94925,0,25269.30067,1082762.784,81595.47303,16484.15454,1380.844117,0,300019.6284,1760513.284,0,0,0,27276.23004,59516.66162,0,0,75762.65479,974037.94,5845.641194,5730.268447,c(-75.0091871782374, 39.8587101844147)
167,167,West Trenton,West Trenton Line,SEPTA,SEPTA_RR,Regional_Rail,,1143707.309,67697.51359,68409.36675,204527.1788,0,45713.38923,397649.8865,72080.27531,301285.7406,0,6065.095271,74227.76121,2312954.149,68409.36675,0,0,193117.9948,2482.901663,0,0,76232.82003,294879.5765,268880.0273,0,c(-74.8154936827851, 40.2573167700143)
168,168,Radnor,Paoli/Thorndale Line,SEPTA,SEPTA_RR,Regional_Rail,,0,561690.6784,78947.69374,183192.5185,0,333833.4852,351867.6684,69560.23996,13450.21534,19885.6799,0,307114.7208,1919542.9,0,0,0,99289.12483,4749.233978,0,0,0,351867.6684,2007.239859,0,c(-75.359459822422, 40.0447356011752)
169,169,Gravers Lane,Chestnut Hill East Line,SEPTA,SEPTA_RR,Regional_Rail,,0,141916.6248,0,139135.5428,0,98429.55178,1353501.585,37605.36722,13301.34079,4308.44618,2483.588127,33393.61429,1763012.492,61063.16907,0,52750.01608,16363.38122,13103.62595,0,3729.583568,509163.2296,814923.0455,8104.70798,5196.632811,c(-75.2018377552003, 40.0774747943657)
170,170,Washington Lane,Chestnut Hill East Line,SEPTA,SEPTA_RR,Regional_Rail,,29920.99128,62101.10086,18519.54481,332806.6593,0,176598.8149,1058005.394,6712.555085,7678.58619,3786.344041,0,40289.49816,1731023.403,5396.085381,0,5396.085381,66539.39256,2181.475543,0,0,801207.7505,244236.5846,7678.58619,0,c(-75.171572503179, 40.0511080390636)
171,171,Villanova,Paoli/Thorndale Line,SEPTA,SEPTA_RR,Regional_Rail,,0,55149.83969,0,651808.8235,0,141370.9352,937218.5702,47873.22256,21436.12676,16971.19125,3068.149597,25359.02521,1900255.884,0,0,0,497239.1854,4757.342612,0,0,0,937218.5702,10939.79098,0,c(-75.3422972542815, 40.0386474247205)
172,172,Chestnut Hill East,Chestnut Hill East Line,SEPTA,SEPTA_RR,Regional_Rail,,0,91768.70902,0,238485.5937,0,27024.53435,1103080.032,32224.53408,47379.53795,4308.44618,0,136076.056,1641571.309,38776.13442,0,35952.06171,34901.73017,12240.6953,0,0,173133.6103,928375.6981,47379.53795,0,c(-75.2073275125802, 40.0810414876024)
173,173,Huey Avenue,Route 101 Trolley,SEPTA,Trolley,Trolley,,0,78777.07704,1310.377877,68123.36883,0,13609.90999,1498003.932,7351.499277,2047.137859,1362.145735,0,0,1657092.95,13492.49797,0,13037.38937,19115.17184,0,0,0,250760.7349,1241917.597,2047.137859,0,c(-75.2977587658878, 39.9475513430203)
174,174,Hilltop Road,Route 101 & 102 Trolley Lines,SEPTA,Trolley,Trolley,,0,123234.1448,0,124559.8428,0,177066.8054,1181295.569,18940.33801,4348.58343,15178.44009,1998.956461,140760.4325,1773194.757,14188.35524,0,14188.35524,75331.18072,0,562.1859954,0,603279.5329,549270.1303,3786.397435,0,c(-75.272911646468, 39.9559157492765)
175,175,15th-16th & Locust Street,PATCO,PATCO,PATCO,Transit_Rail,1,0,637019.903,0,256288.5016,0,61024.36835,682875.3181,0,31614.24724,6449.074596,0,0,1530028.208,145243.2052,0,122685.1021,59092.13289,0,0,20203.00717,647197.2486,0,4066.881396,27547.36585,c(-75.167011633255, 39.9483796331158)
176,176,Primos,Media/Elwyn Line,SEPTA,SEPTA_RR,Regional_Rail,,0,263364.2729,60028.88832,90808.32879,0,79619.49101,1239278.413,397946.0107,39802.06497,28883.41128,0,46005.21709,2242371.851,3364.246632,0,2489.513542,22858.45585,6961.446834,0,0,351870.5509,850202.2555,37820.50682,0,c(-75.2982074114841, 39.9217632512401)
177,177,Riverside,RiverLine,NJ Transit,NJT_Riverline,Light_Rail,,1651.294525,173697.0713,52294.0329,71388.54094,0,81314.01783,675910.0709,467280.7701,229382.303,34562.73639,198627.312,133773.0983,2108117.441,11763.80693,0,11763.80693,20363.91797,13359.76736,0,0,126972.1808,544687.4349,227747.4288,1634.874173,c(-74.9588839405631, 40.0392499907398)
178,178,Eddystone,Wilmington/Newark Line,SEPTA,SEPTA_RR,Regional_Rail,,0,179354.2152,418325.4632,81714.44798,0,91755.11821,306909.8129,527880.166,108642.7238,175200.2209,28423.37722,116807.6717,2034106.244,906.9726487,33440.16053,906.9726487,14819.98076,9682.281807,0,0,290649.9767,13102.91,108642.7238,0,c(-75.3417195857348, 39.8573852620982)
179,179,Springfield Mall,Route 101 Trolley,SEPTA,Trolley,Trolley,,0,287549.4503,0,99125.47922,0,475258.3715,749107.1337,0,10683.01822,0,2178.897559,110404.7139,1734307.064,0,0,0,38679.27763,0,0,0,84565.54885,662243.057,10683.01822,0,c(-75.3489838571782, 39.9181271135087)
180,180,Bartram Avenue,Route 102 Trolley,SEPTA,Trolley,Trolley,,0,161800.7857,38510.20736,321802.4174,0,115064.1624,1143414.193,277438.5108,10803.29319,893.4749285,0,0,2057964.832,11762.21318,0,11762.21318,23490.95385,0,0,0,537220.9137,605087.7005,10803.29319,0,c(-75.284221773282, 39.9146020681153)
181,181,Chelten Avenue,Chestnut Hill West Line,SEPTA,SEPTA_RR,Regional_Rail,,4521.807137,169152.5024,1492.300966,178351.7191,0,175765.9725,1058633.799,16339.1376,19826.06314,15726.02148,1340.000212,118305.0026,1742486.147,16968.17982,0,14576.30833,97843.93998,4936.67535,0,0,907569.0488,70198.40893,5949.970523,10791.6314,c(-75.181142975307, 40.02998032659)
182,182,Devon,Paoli/Thorndale Line,SEPTA,SEPTA_RR,Regional_Rail,,0,255201.7492,0,114476.7865,0,94689.17132,1249550.864,57964.5417,8696.369493,23844.20802,2395.244855,38323.08576,1845142.021,0,0,0,0,8847.763279,0,0,37615.16357,1204939.053,8696.369493,0,c(-75.4229728645162, 40.0473692684261)
183,183,Entertainment Center,RiverLine,NJ Transit,NJT_Riverline,Light_Rail,,2500.923816,183228.279,64245.60197,204423.6895,0,188247.4163,233411.7816,329336.1995,97051.43062,12294.70018,0,0,1272834.753,41905.26962,0,18401.05396,17749.41484,33047.44084,0,11424.55646,177951.4055,471.2526662,64371.82942,32679.6012,c(-75.1284937397272, 39.940882160981)
184,184,Pine Ridge,Route 101 Trolley,SEPTA,Trolley,Trolley,,0,127833.1197,0,27777.10696,0,11936.76905,1020665.046,44500.86569,0,968.4214477,5040.555449,304468.851,1543190.736,0,0,0,0,0,0,0,0,1020665.046,0,0,c(-75.3699715888525, 39.9149637251551)
185,185,Atco,Atlantic City Line,NJ Transit,NJT_Atlantic,Regional_Rail,,0,210487.8225,76775.78432,33856.58271,0,0,317175.5751,141522.9178,309927.0135,9243.098814,9717.090515,738277.4561,1845740.266,1243.075572,0,0,0,7403.59935,57971.15531,0,0,317175.5751,211610.7979,0,c(-74.9076090433716, 39.7835607189692)
186,186,Pennsauken Transit Center,Atlantic City Line,NJ Transit,NJT_Atlantic,Regional_Rail,1,0,36962.81512,369569.8586,25803.0476,0,5073.179245,346671.5831,120333.9028,116558.7261,6972.705358,121350.0285,254115.0003,1401416.644,1994.202367,0,1643.77086,16232.29013,12141.428,0,0,7838.8316,338832.7515,104732.9218,0,c(-75.0620036469332, 39.977897892543)
187,187,Airport Terminal C & D,Airport Line,SEPTA,SEPTA_RR,Regional_Rail,,0,4021.095618,0,0,0,0,0,384984.2753,139572.5922,0,0,0,528577.9631,0,0,0,0,0,0,0,0,0,139572.5922,0,c(-75.24165818739, 39.8773195956859)
188,188,North Philadelphia,Chestnut Hill West Line,SEPTA,SEPTA_RR,Regional_Rail,3,24528.62126,195465.801,177342.1937,165665.1589,0,14118.66328,764044.6468,176622.8653,165215.6472,9731.796161,0,32387.67209,1718314.255,6808.810643,0,6808.810643,23875.84804,12254.96007,1518.066738,0,750294.5217,0,143729.7191,19967.86136,c(-75.1565853969623, 39.9972228980518)
189,189,Monroe Street,Route 101 Trolley,SEPTA,Trolley,Trolley,,0,332553.1078,0,142921.7815,0,23941.56945,1049076.835,309928.2727,23920.73272,8976.303974,0,49841.6091,1904462.675,36697.53735,0,34272.6535,17744.64286,1894.04667,0,0,485908.9839,520995.082,14607.1939,9313.538819,c(-75.3876015022133, 39.9176671553935)
190,190,Princeton Junction,Northeast Corridor,NJ Transit,NJT_NEC,Regional_Rail,2,0,345253.2811,50637.64327,0,0,0,561540.2732,205214.0984,187564.3367,10854.79503,24252.61964,247970.9138,1633287.961,0,0,0,0,143363.7643,0,0,12206.57616,546203.7967,128675.1025,17084.28675,c(-74.6241020354952, 40.3160270360558)
191,191,Bala,Cynwyd Line,SEPTA,SEPTA_RR,Regional_Rail,,0,299234.7407,0,116633.9629,0,385285.2964,945214.0855,49664.23893,15562.75273,7667.52734,4886.802591,18027.41796,1818853.058,23323.76722,12759.64572,16882.46804,20813.8702,2594.393065,0,0,258574.2181,651946.0001,0,14205.07867,c(-75.2277475842303, 40.0010290668373)
192,192,Penfield,Norristown High Speed Line,SEPTA,NHSL,Light_Rail,,0,6328.469822,0,43767.46981,0,103115.3693,1291903.995,320.3840377,3651.06086,0,5363.170571,343916.4538,1798366.373,0,0,0,0,0,0,0,47292.02549,1244611.97,1264.645719,2386.415141,c(-75.2839733273888, 39.980957415781)
193,193,Snyder,Broad Street Line,SEPTA,BSL,Transit_Rail,,0,147351.4432,8217.032962,163194.2479,0,0,1322655.318,2813505.56,8183.076618,3889.019269,0,0,4378175.591,88820.10819,0,87110.13395,57628.46698,0,0,0,1322655.318,0,0,8183.076618,c(-75.1696942061899, 39.9243903260324)
194,194,2nd Street,Market/Frankford Line,SEPTA,MFL,Transit_Rail,,0,383000.4008,16512.92482,230425.9236,0,233292.3781,285575.7916,13163.84117,35029.68074,0,0,0,1053351.583,143649.3577,0,127839.4801,2604.442758,0,1150.291185,7783.075405,260257.5532,0,19154.50438,14724.88518,c(-75.1436651038184, 39.9498000937445)
195,195,Arrott Transportation Center,Market/Frankford Line,SEPTA,MFL,Transit_Rail,2,0,233905.9732,104680.8744,148505.1727,0,88293.25866,1104720.515,14165.9336,38882.36472,6332.464324,0,19690.88414,1666904.562,92272.87897,0,83005.81886,36233.11813,11119.24622,1006.674784,0,1048916.992,40635.56027,36399.72354,1475.966401,c(-75.0838643214677, 40.0165954874797)
196,196,Ellsworth-Federal,Broad Street Line,SEPTA,BSL,Transit_Rail,,2213.302345,299614.3834,12898.36892,123969.401,0,65534.87415,1106663.334,0,39408.03278,0,0,0,1581338.824,68962.87292,0,62279.2338,39553.33337,0,3102.304245,0,1096298.61,0,31524.40196,4781.326576,c(-75.1671274806111, 39.9362020741112)
197,197,Tioga,Market/Frankford Line,SEPTA,MFL,Transit_Rail,,0,232917.7284,404486.9675,89384.81685,0,65772.40888,744537.9711,301945.8186,29498.89962,41071.24758,0,5213.748986,1872728.589,42101.01865,0,38687.20992,45765.24434,0,593.741166,0,741601.1819,0,28905.15845,0,c(-75.1063668388711, 40.0003621121859)
198,198,Beverly Boulevard,Route 101 & 102 Trolley Lines,SEPTA,Trolley,Trolley,,0,111205.7601,0,150498.8674,0,178740.1101,1100149.612,20041.76106,2434.42481,15178.44009,1998.956461,140760.4325,1711947.05,9061.314632,0,9061.314632,75331.18072,0,562.1859954,0,466134.7911,605268.915,1872.238815,0,c(-75.2746085051038, 39.9551075540453)
199,199,Wynnewood Road,Norristown High Speed Line,SEPTA,NHSL,Light_Rail,,4384.083531,91218.77244,0,127874.392,0,61092.59811,1391488.356,9526.464808,0,14086.99888,0,129926.5657,1822906.513,6691.718449,0,4547.703242,12576.84519,5269.762058,0,0,331085.521,1053496.659,0,0,c(-75.2982859700071, 39.9934148686204)
200,200,Walnut-Locust,Broad Street Line,SEPTA,BSL,Transit_Rail,1,0,644946.989,0,342524.7913,0,66871.58099,582816.1812,3043641.286,20771.11004,6154.668589,0,0,4583151.345,124575.2626,0,98156.5418,69148.53004,497.3138822,0,24574.73472,541149.1457,0,4066.881396,16704.22864,c(-75.1643903914436, 39.9487932893765)
201,201,69th Street Transportation Center,Route 101 & 102 Trolley Lines,SEPTA,Trolley,Trolley,5,0,241758.6165,1165.570643,72459.65698,0,201926.4966,671911.1733,223978.3914,2995.27989,2414.846272,36214.19382,362196.7046,1765354.965,51665.96461,0,50518.14506,0,12074.02022,0,0,621452.1348,42918.44015,0,2995.27989,c(-75.2604280784944, 39.9621402412455)
202,202,Beechwood-Brookline,Norristown High Speed Line,SEPTA,NHSL,Light_Rail,,0,23113.8111,0,52389.69323,0,52138.81621,1364607.942,0,1264.645719,0,0,254231.3941,1747746.302,0,0,0,2623.355669,0,0,0,36595.45708,1324379.092,1264.645719,0,c(-75.2916180631025, 39.9865975739505)
203,203,Bryn Mawr,Norristown High Speed Line,SEPTA,NHSL,Light_Rail,,0,263468.6269,0,297936.3434,0,102204.7239,1235941.927,41677.26663,18985.5674,57104.14027,0,10367.19025,2010993.809,16691.97629,0,15240.35356,110425.8246,9518.152391,0,0,404949.0153,778710.617,10541.4222,8444.145199,c(-75.3233467822585, 40.0179974728811)
204,204,Garretford,Route 102 Trolley,SEPTA,Trolley,Trolley,,0,75416.01391,1310.377877,65337.48121,0,35592.42859,1551513.976,6294.013211,2047.137859,1362.145735,0,0,1724815.817,14057.75756,0,12977.37401,19115.17184,0,0,0,553253.0341,992935.342,2047.137859,0,c(-75.2958784130465, 39.9441116601262)
205,205,Wallingford,Media/Elwyn Line,SEPTA,SEPTA_RR,Regional_Rail,,0,8699.211488,0,133591.4166,0,75657.05917,1487200.17,1049904.913,0,10251.45383,0,177154.4222,2942458.647,0,0,0,40468.05426,1036.643426,0,0,7591.092404,1477084.72,0,0,c(-75.371604872957, 39.903748040518)
206,206,Lansdowne Avenue,Route 101 & 102 Trolley Lines,SEPTA,Trolley,Trolley,,0,74027.7833,0,163124.4444,0,189838.7741,1125055.779,2211898.99,2565.216572,0,1998.956461,135775.2319,3895400.56,8884.615584,0,6836.900385,84021.19113,0,0,0,183091.3113,925585.9083,2565.216572,0,c(-75.2825217351093, 39.9516194909756)
207,207,Strafford,Paoli/Thorndale Line,SEPTA,SEPTA_RR,Regional_Rail,,0,412280.4826,0,79818.87151,0,25700.61197,1304890.864,51051.54388,20879.11976,0,3649.144682,3621.383851,1901892.022,0,0,0,32737.62245,7321.871487,0,0,127760.5236,1146510.698,20879.11976,0,c(-75.4037376309935, 40.0497124892663)
208,208,Airport Terminal B,Airport Line,SEPTA,SEPTA_RR,Regional_Rail,,0,4021.095618,0,0,0,0,0,382730.3944,278418.8285,0,20577.89631,0,685748.2149,0,0,0,0,0,0,0,0,0,278418.8285,0,c(-75.244642626708, 39.8764224303288)
209,209,Scenic Road,Route 101 Trolley,SEPTA,Trolley,Trolley,,0,92858.69182,0,45061.03117,0,71140.82659,1057321.069,354066.6836,29669.96865,0,0,457316.8036,2107435.075,0,0,0,21081.52683,2271.227478,1598.123849,0,40004.00394,1002792.231,19992.09386,2098.445589,c(-75.3259511989564, 39.9408229835196)
210,210,Lindenwold,Atlantic City Line,NJ Transit,NJT_Atlantic,Regional_Rail,1,0,300697.1181,0,102823.286,0,2419.20708,647055.379,317779.1258,88565.35742,1961.873242,101591.4931,163993.6683,1725498.119,1388.389177,0,1388.389177,41022.21078,117644.8062,0,0,17392.28387,625240.8831,80665.13819,3475.52984,c(-75.0005070939718, 39.8338429471326)
211,211,Aronimink,Route 101 Trolley,SEPTA,Trolley,Trolley,,0,70208.03521,0,32727.00684,0,11985.34444,1564948.518,1057.606301,10561.33501,0,0,11876.26966,1696132.747,7231.368383,0,6459.229386,2170.810482,0,0,0,408175.292,1140740.392,10561.33501,0,c(-75.3060979923344, 39.9492715760739)
212,212,Ridley Park,Wilmington/Newark Line,SEPTA,SEPTA_RR,Regional_Rail,,0,131262.9651,0,145661.9918,0,104902.0022,1184320.997,441493.4703,19762.38997,0,0,144678.4625,2164531.83,7550.449275,21171.10938,3583.65406,52753.53996,0,656.4590934,0,253197.7252,907020.6938,19105.93088,0,c(-75.3219289181663, 39.8806229863989)
213,213,Leamy Avenue,Route 101 Trolley,SEPTA,Trolley,Trolley,,0,47115.23762,0,121442.4959,0,109907.4455,1423280.011,1221766.556,0,0,0,202972.7882,3126484.534,0,0,0,69475.64898,0,0,0,142324.6785,1280955.332,0,0,c(-75.3373095628468, 39.9262766674827)
214,214,Crum Lynne,Wilmington/Newark Line,SEPTA,SEPTA_RR,Regional_Rail,,0,101853.674,173145.3975,65213.14144,0,165177.4339,793945.0484,70669.52797,108488.0467,8677.290197,18110.72263,216433.8344,1721714.117,0,0,0,28918.67552,411.6633016,0,0,278841.1749,504847.3085,108488.0467,0,c(-75.3309607991008, 39.8718702687561)
215,215,Springfield Road,Route 101 Trolley,SEPTA,Trolley,Trolley,,0,16783.35662,0,98157.1127,0,80390.87043,1346860.84,6836.558519,8079.75094,1552.780178,0,271438.5129,1830099.782,0,0,0,21081.52683,3379.631797,0,0,44113.83763,1302437.329,0,2098.445589,c(-75.329552395221, 39.9344883759268)
216,216,Marshall Road,Route 102 Trolley,SEPTA,Trolley,Trolley,,0,76562.13734,5713.535029,35534.86064,0,71093.08573,1306065.093,5513.488665,2047.137859,1362.145735,45841.28389,264122.1391,1799797.149,14057.75756,0,12977.37401,11545.95911,0,0,0,750968.527,537678.5186,2047.137859,0,c(-75.2965024704956, 39.9402160542005)
217,217,Fairmount,Broad Street Line,SEPTA,BSL,Transit_Rail,,11945.89035,272701.7651,36281.88021,332722.3168,0,52334.10164,822680.895,8577.381459,117856.552,17821.19594,0,0,1629406.311,43515.66708,0,40008.11694,141463.0067,0,4220.99746,2868.408935,782105.7166,0,111940.5928,1694.961686,c(-75.1604148441801, 39.9670262278631)
218,218,Millbourne,Market/Frankford Line,SEPTA,MFL,Transit_Rail,,7435.055091,158380.8052,14510.23697,57610.02844,0,269860.0025,593895.2504,169981.4968,87226.82155,0,40352.49144,469296.3365,1847523.562,21024.96307,0,19877.14352,20106.79647,6419.279029,0,0,577525.8807,15562.37531,84231.54166,2995.27989,c(-75.2525542520918, 39.964463253446)
219,219,13th Street,Market/Frankford Line,SEPTA,MFL,Transit_Rail,,0,889639.379,0,412678.0302,0,34695.04657,241324.0536,3043641.286,26871.65057,3936.713921,0,0,4456440.356,196345.8037,0,152262.1176,90948.24715,497.3138822,0,29644.77331,201585.1964,0,9390.544044,17481.10653,c(-75.1614364590705, 39.9521240667232)
220,220,Spring Garden,Market/Frankford Line,SEPTA,MFL,Transit_Rail,,1456.490033,428879.6338,109229.012,59607.83959,0,53823.55686,362981.3573,49719.49127,152685.8911,17155.55064,582393.7833,0,1717672.157,100260.4486,0,70885.81118,6902.327058,0,11530.93682,18278.51237,307183.9803,0,107530.9648,33623.98943,c(-75.1403967271295, 39.9605421360047)
221,221,11th Street,Market/Frankford Line,SEPTA,MFL,Transit_Rail,4,0,746332.6327,3051.861545,480467.1627,0,93250.91422,266622.4518,3045378.444,25175.66726,2793.787315,0,0,4481365.868,181707.053,0,139979.4011,57393.36845,497.3138822,0,26940.95581,222881.6958,0,7694.56073,17481.10653,c(-75.1582579545831, 39.9516415186906)
222,222,Radnor,Norristown High Speed Line,SEPTA,NHSL,Light_Rail,,0,308332.6424,78947.69374,181964.4842,0,353771.3991,450726.8067,99473.67566,27439.60766,56090.91635,2070.111628,356165.531,1914982.868,0,0,0,75253.54447,4749.233978,0,0,0,450726.8067,12947.03084,12776.99958,c(-75.3535872177084, 40.0420103971746)
